Date,Open,High,Low,Close,Adj Close,Volume
2017-12-29,3650.000000,3720.000000,3580.000000,3640.000000,3080.869385,107708500
2018-01-01,3640.000000,3640.000000,3640.000000,3640.000000,3080.869385,0
2018-01-02,3690.000000,3720.000000,3610.000000,3630.000000,3072.405762,91127100
2018-01-03,3630.000000,3630.000000,3560.000000,3610.000000,3055.478027,70148700
2018-01-04,3610.000000,3610.000000,3460.000000,3550.000000,3004.694580,156406300
2018-01-05,3550.000000,3590.000000,3520.000000,3590.000000,3038.549805,87095600
2018-01-08,3590.000000,3590.000000,3560.000000,3590.000000,3038.549805,54559100
2018-01-09,3600.000000,3600.000000,3530.000000,3570.000000,3021.622070,90606700
2018-01-10,3580.000000,3590.000000,3500.000000,3530.000000,2987.766357,116409100
2018-01-11,3540.000000,3540.000000,3480.000000,3540.000000,2996.230713,114378900
2018-01-12,3550.000000,3580.000000,3500.000000,3540.000000,2996.230713,133445300
2018-01-15,3540.000000,3570.000000,3540.000000,3550.000000,3004.694580,86615800
2018-01-16,3530.000000,3610.000000,3530.000000,3610.000000,3055.478027,92106400
2018-01-17,3620.000000,3630.000000,3580.000000,3630.000000,3072.405762,81465500
2018-01-18,3630.000000,3650.000000,3590.000000,3620.000000,3063.941895,79140800
2018-01-19,3620.000000,3630.000000,3580.000000,3620.000000,3063.941895,79576200
2018-01-22,3620.000000,3670.000000,3610.000000,3650.000000,3089.333740,116838000
2018-01-23,3680.000000,3920.000000,3670.000000,3920.000000,3317.859619,169304700
2018-01-24,3900.000000,3900.000000,3820.000000,3830.000000,3241.684570,150067600
2018-01-25,3860.000000,3860.000000,3720.000000,3770.000000,3190.900635,141273900
2018-01-26,3790.000000,3860.000000,3780.000000,3850.000000,3258.612061,135628300
2018-01-29,3850.000000,3850.000000,3760.000000,3800.000000,3216.292236,122622900
2018-01-30,3800.000000,3800.000000,3710.000000,3720.000000,3148.581055,179332000
2018-01-31,3700.000000,3720.000000,3630.000000,3700.000000,3131.653076,263207500
2018-02-01,3730.000000,3760.000000,3700.000000,3700.000000,3131.653076,145586000
2018-02-02,3740.000000,3750.000000,3710.000000,3740.000000,3165.508789,114113200
2018-02-05,3650.000000,3790.000000,3650.000000,3780.000000,3199.364746,112677000
2018-02-06,3690.000000,3720.000000,3660.000000,3680.000000,3114.725098,260283000
2018-02-07,3710.000000,3750.000000,3700.000000,3700.000000,3131.653076,137926500
2018-02-08,3680.000000,3730.000000,3680.000000,3720.000000,3148.581055,111109200
2018-02-09,3690.000000,3730.000000,3680.000000,3710.000000,3140.117188,93140200
2018-02-12,3700.000000,3800.000000,3700.000000,3800.000000,3216.292236,81517000
2018-02-13,3810.000000,3890.000000,3810.000000,3880.000000,3284.003906,108236400
2018-02-14,3900.000000,3910.000000,3830.000000,3860.000000,3267.075928,67665200
2018-02-15,3860.000000,3870.000000,3820.000000,3840.000000,3250.148438,52893500
2018-02-16,3840.000000,3840.000000,3840.000000,3840.000000,3250.148438,0
2018-02-19,3850.000000,3860.000000,3820.000000,3860.000000,3267.075928,63409000
2018-02-20,3840.000000,3860.000000,3780.000000,3800.000000,3216.292236,91506500
2018-02-21,3800.000000,3800.000000,3750.000000,3800.000000,3216.292236,109361300
2018-02-22,3780.000000,3790.000000,3760.000000,3770.000000,3190.900635,103834700
2018-02-23,3760.000000,3810.000000,3760.000000,3790.000000,3207.828369,107749300
2018-02-26,3750.000000,3790.000000,3730.000000,3740.000000,3165.508789,97544400
2018-02-27,3740.000000,3790.000000,3730.000000,3770.000000,3190.900635,76509500
2018-02-28,3780.000000,3790.000000,3740.000000,3780.000000,3199.364746,126297800
2018-03-01,3800.000000,3820.000000,3780.000000,3790.000000,3207.828369,107991400
2018-03-02,3790.000000,3790.000000,3740.000000,3790.000000,3207.828369,61833600
2018-03-05,3800.000000,3800.000000,3770.000000,3770.000000,3190.900635,55258400
2018-03-06,3780.000000,3810.000000,3700.000000,3730.000000,3157.044678,91074000
2018-03-07,3720.000000,3730.000000,3650.000000,3660.000000,3097.797607,141612300
2018-03-08,3730.000000,3770.000000,3690.000000,3770.000000,3190.900635,130641100
2018-03-09,3720.000000,3750.000000,3680.000000,3690.000000,3123.189453,99179200
2018-03-12,3700.000000,3760.000000,3700.000000,3760.000000,3182.436768,144225600
2018-03-13,3760.000000,3770.000000,3720.000000,3760.000000,3182.436768,127738800
2018-03-14,3750.000000,3750.000000,3700.000000,3750.000000,3173.972900,58574900
2018-03-15,3700.000000,3720.000000,3640.000000,3640.000000,3080.869385,150015200
2018-03-16,3640.000000,3680.000000,3550.000000,3680.000000,3114.725098,226448600
2018-03-19,3690.000000,3720.000000,3670.000000,3690.000000,3123.189453,90107600
2018-03-20,3720.000000,3740.000000,3660.000000,3740.000000,3165.508789,105284400
2018-03-21,3750.000000,3820.000000,3740.000000,3810.000000,3224.756348,134110400
2018-03-22,3800.000000,3800.000000,3660.000000,3670.000000,3106.260986,144557000
2018-03-23,3560.000000,3600.000000,3450.000000,3600.000000,3047.013916,196695900
2018-03-26,3580.000000,3610.000000,3540.000000,3600.000000,3047.013916,89913100
2018-03-27,3660.000000,3670.000000,3570.000000,3600.000000,3047.013916,102444600
2018-03-28,3640.000000,3650.000000,3500.000000,3550.000000,3004.694580,98368300
2018-03-29,3590.000000,3600.000000,3520.000000,3600.000000,3047.013916,130860500
