Date,Open,High,Low,Close,Adj Close,Volume
2017-12-29,4410.000000,4550.000000,4330.000000,4380.000000,4044.639160,81347000
2018-01-01,4380.000000,4380.000000,4380.000000,4380.000000,4044.639160,0
2018-01-02,4380.000000,4505.000000,4365.000000,4380.000000,4044.639160,82303500
2018-01-03,4385.000000,4390.000000,4265.000000,4380.000000,4044.639160,68214000
2018-01-04,4380.000000,4445.000000,4380.000000,4445.000000,4104.662598,76567000
2018-01-05,4460.000000,4480.000000,4435.000000,4450.000000,4109.279785,65268000
2018-01-08,4450.000000,4515.000000,4445.000000,4470.000000,4127.748047,57928000
2018-01-09,4500.000000,4510.000000,4490.000000,4505.000000,4160.068359,61213000
2018-01-10,4505.000000,4545.000000,4465.000000,4490.000000,4146.217285,47292000
2018-01-11,4490.000000,4540.000000,4460.000000,4540.000000,4192.388184,57569000
2018-01-12,4540.000000,4545.000000,4465.000000,4485.000000,4141.599609,66590500
2018-01-15,4490.000000,4500.000000,4460.000000,4495.000000,4150.833984,41875000
2018-01-16,4490.000000,4535.000000,4490.000000,4520.000000,4173.919922,50055000
2018-01-17,4540.000000,4540.000000,4430.000000,4430.000000,4090.810303,183003000
2018-01-18,4450.000000,4520.000000,4450.000000,4515.000000,4169.303223,84980500
2018-01-19,4525.000000,4530.000000,4480.000000,4490.000000,4146.217285,50450500
2018-01-22,4510.000000,4515.000000,4485.000000,4495.000000,4150.833984,81367500
2018-01-23,4530.000000,4540.000000,4505.000000,4530.000000,4183.154297,68752000
2018-01-24,4525.000000,4525.000000,4500.000000,4515.000000,4169.303223,94254500
2018-01-25,4510.000000,4530.000000,4490.000000,4515.000000,4169.303223,53653500
2018-01-26,4525.000000,4570.000000,4505.000000,4540.000000,4192.388184,58121000
2018-01-29,4560.000000,4565.000000,4510.000000,4560.000000,4210.857422,114814500
2018-01-30,4540.000000,4690.000000,4530.000000,4560.000000,4210.857422,114055000
2018-01-31,4560.000000,4580.000000,4540.000000,4545.000000,4197.005371,106803000
2018-02-01,4570.000000,4685.000000,4570.000000,4675.000000,4317.051758,138208000
2018-02-02,4725.000000,4940.000000,4720.000000,4795.000000,4427.864258,98474000
2018-02-05,4750.000000,4805.000000,4700.000000,4760.000000,4395.543945,49501500
2018-02-06,4690.000000,4735.000000,4660.000000,4705.000000,4344.754883,117589500
2018-02-07,4730.000000,4795.000000,4695.000000,4700.000000,4340.137695,121947000
2018-02-08,4710.000000,4760.000000,4700.000000,4740.000000,4377.075195,68461000
2018-02-09,4680.000000,4745.000000,4670.000000,4715.000000,4353.989746,71076500
2018-02-12,4760.000000,4760.000000,4700.000000,4700.000000,4340.137695,38409500
2018-02-13,4760.000000,4785.000000,4750.000000,4760.000000,4395.543945,59406000
2018-02-14,4745.000000,4775.000000,4710.000000,4740.000000,4377.075195,75553000
2018-02-15,4780.000000,4785.000000,4690.000000,4690.000000,4330.903809,52958500
2018-02-16,4690.000000,4690.000000,4690.000000,4690.000000,4330.903809,0
2018-02-19,4735.000000,4850.000000,4730.000000,4850.000000,4478.652832,50185500
2018-02-20,4820.000000,4840.000000,4775.000000,4805.000000,4437.097656,34830000
2018-02-21,4790.000000,4835.000000,4745.000000,4805.000000,4437.097656,62499000
2018-02-22,4820.000000,4835.000000,4750.000000,4780.000000,4414.012207,47217000
2018-02-23,4805.000000,4895.000000,4790.000000,4850.000000,4478.652832,82233000
