Date,Open,High,Low,Close,Adj Close,Volume
2017-12-29,615.000000,615.000000,590.000000,610.000000,577.864258,1056700
2018-01-01,610.000000,610.000000,610.000000,610.000000,577.864258,0
2018-01-02,630.000000,630.000000,590.000000,625.000000,592.074036,26200
2018-01-03,610.000000,610.000000,600.000000,605.000000,573.127563,27500
2018-01-04,605.000000,620.000000,575.000000,590.000000,558.917908,3052200
2018-01-05,590.000000,595.000000,590.000000,595.000000,563.654541,33300
2018-01-08,595.000000,620.000000,595.000000,600.000000,568.391052,52800
2018-01-09,615.000000,615.000000,595.000000,600.000000,568.391052,564400
2018-01-10,600.000000,600.000000,590.000000,590.000000,558.917908,215800
2018-01-11,590.000000,590.000000,580.000000,580.000000,549.444641,35200
2018-01-12,580.000000,580.000000,570.000000,570.000000,539.971497,56600
2018-01-15,570.000000,570.000000,525.000000,565.000000,535.234924,235500
2018-01-16,565.000000,565.000000,555.000000,560.000000,530.498352,245000
2018-01-17,590.000000,590.000000,565.000000,590.000000,558.917908,85100
2018-01-18,590.000000,605.000000,585.000000,605.000000,573.127563,150500
2018-01-19,615.000000,615.000000,590.000000,605.000000,573.127563,35700
2018-01-22,595.000000,600.000000,590.000000,600.000000,568.391052,109500
2018-01-23,580.000000,600.000000,580.000000,595.000000,563.654541,99700
2018-01-24,590.000000,595.000000,590.000000,590.000000,558.917908,9500
2018-01-25,590.000000,615.000000,590.000000,600.000000,568.391052,142700
2018-01-26,610.000000,610.000000,600.000000,610.000000,577.864258,29000
2018-01-29,610.000000,615.000000,605.000000,605.000000,573.127563,463400
2018-01-30,590.000000,605.000000,590.000000,595.000000,563.654541,900
2018-01-31,595.000000,605.000000,595.000000,605.000000,573.127563,206200
2018-02-01,605.000000,610.000000,595.000000,600.000000,568.391052,84100
2018-02-02,590.000000,600.000000,580.000000,600.000000,568.391052,179900
2018-02-05,600.000000,620.000000,590.000000,620.000000,587.337463,33700
2018-02-06,600.000000,605.000000,595.000000,605.000000,573.127563,6400
2018-02-07,620.000000,620.000000,590.000000,620.000000,587.337463,160000
2018-02-08,605.000000,620.000000,600.000000,620.000000,587.337463,71500
2018-02-09,620.000000,620.000000,580.000000,590.000000,558.917908,149500
2018-02-12,600.000000,610.000000,590.000000,600.000000,568.391052,59800
2018-02-13,590.000000,610.000000,590.000000,600.000000,568.391052,22300
2018-02-14,600.000000,610.000000,600.000000,610.000000,577.864258,20200
2018-02-15,600.000000,615.000000,590.000000,615.000000,582.600769,17700
2018-02-16,615.000000,615.000000,615.000000,615.000000,582.600769,0
2018-02-19,610.000000,610.000000,590.000000,610.000000,577.864258,46700
2018-02-20,610.000000,620.000000,590.000000,590.000000,558.917908,139200
2018-02-21,600.000000,600.000000,590.000000,595.000000,563.654541,22600
2018-02-22,595.000000,600.000000,590.000000,600.000000,568.391052,39300
2018-02-23,595.000000,600.000000,590.000000,600.000000,568.391052,42300
2018-02-26,600.000000,600.000000,580.000000,600.000000,568.391052,36800
2018-02-27,590.000000,610.000000,580.000000,610.000000,577.864258,31500
2018-02-28,600.000000,605.000000,585.000000,595.000000,563.654541,3400
2018-03-01,600.000000,600.000000,590.000000,590.000000,558.917908,39900
2018-03-02,590.000000,595.000000,580.000000,580.000000,549.444641,120300
2018-03-05,585.000000,585.000000,580.000000,580.000000,549.444641,18900
2018-03-06,590.000000,590.000000,570.000000,570.000000,539.971497,6800
2018-03-07,560.000000,575.000000,560.000000,560.000000,530.498352,1490300
2018-03-08,570.000000,600.000000,570.000000,600.000000,568.391052,88000
2018-03-09,595.000000,595.000000,595.000000,595.000000,563.654541,1100
2018-03-12,595.000000,595.000000,570.000000,595.000000,563.654541,2700
2018-03-13,600.000000,600.000000,570.000000,575.000000,544.708069,19100
2018-03-14,580.000000,580.000000,575.000000,580.000000,549.444641,5000
2018-03-15,580.000000,580.000000,580.000000,580.000000,549.444641,100
2018-03-16,570.000000,585.000000,570.000000,585.000000,554.181335,191400
2018-03-19,575.000000,585.000000,565.000000,585.000000,554.181335,69700
2018-03-20,585.000000,585.000000,585.000000,585.000000,554.181335,178600
2018-03-21,570.000000,570.000000,570.000000,570.000000,539.971497,400
2018-03-22,570.000000,580.000000,570.000000,580.000000,549.444641,5200
2018-03-23,580.000000,600.000000,570.000000,600.000000,568.391052,2800
2018-03-26,600.000000,600.000000,570.000000,580.000000,549.444641,28000
2018-03-27,585.000000,585.000000,560.000000,570.000000,539.971497,259200
2018-03-28,570.000000,570.000000,550.000000,550.000000,521.025146,193500
2018-03-29,550.000000,610.000000,540.000000,610.000000,577.864258,171100
2018-03-30,610.000000,610.000000,610.000000,610.000000,577.864258,0
2018-04-02,610.000000,610.000000,580.000000,585.000000,554.181335,98100
2018-04-03,585.000000,585.000000,575.000000,580.000000,549.444641,2500
2018-04-04,580.000000,585.000000,570.000000,575.000000,544.708069,11900
2018-04-05,580.000000,580.000000,570.000000,580.000000,549.444641,1683700
2018-04-06,580.000000,580.000000,560.000000,570.000000,539.971497,4011800
2018-04-09,575.000000,575.000000,560.000000,565.000000,535.234924,3900
2018-04-10,565.000000,570.000000,555.000000,570.000000,539.971497,806000
2018-04-11,575.000000,575.000000,555.000000,575.000000,544.708069,317100
2018-04-12,565.000000,565.000000,555.000000,560.000000,530.498352,998400
2018-04-13,560.000000,565.000000,555.000000,560.000000,530.498352,1613100
2018-04-16,560.000000,560.000000,560.000000,560.000000,530.498352,0
2018-04-17,560.000000,560.000000,560.000000,560.000000,530.498352,0
2018-04-18,570.000000,575.000000,560.000000,575.000000,544.708069,1174800
2018-04-19,575.000000,575.000000,575.000000,575.000000,544.708069,0
2018-04-20,575.000000,575.000000,575.000000,575.000000,544.708069,0
2018-04-23,585.000000,585.000000,580.000000,585.000000,554.181335,37200
2018-04-24,585.000000,585.000000,570.000000,585.000000,554.181335,989500
2018-04-25,585.000000,585.000000,585.000000,585.000000,554.181335,0
2018-04-26,585.000000,585.000000,585.000000,585.000000,554.181335,0
2018-04-27,585.000000,585.000000,585.000000,585.000000,554.181335,0
2018-04-30,585.000000,650.000000,580.000000,650.000000,615.756897,357400
2018-05-01,650.000000,650.000000,650.000000,650.000000,615.756897,0
2018-05-02,645.000000,685.000000,580.000000,600.000000,568.391052,244500
2018-05-03,600.000000,610.000000,585.000000,585.000000,554.181335,32500
2018-05-04,585.000000,600.000000,585.000000,600.000000,568.391052,23200
2018-05-07,600.000000,600.000000,585.000000,585.000000,554.181335,55200
2018-05-08,595.000000,595.000000,585.000000,585.000000,554.181335,919500
2018-05-09,570.000000,575.000000,570.000000,570.000000,539.971497,143200
2018-05-10,570.000000,570.000000,570.000000,570.000000,539.971497,0
2018-05-11,570.000000,595.000000,570.000000,590.000000,558.917908,11063100
2018-05-14,590.000000,620.000000,590.000000,610.000000,577.864258,44129200
2018-05-15,625.000000,650.000000,610.000000,620.000000,587.337463,32367000
